Total population,Gross rent as a percentage of household income,Median household income (dollars),Percent below poverty line,STATE,zipcode
3899.0,593.0,32734.0,22.8,41,97463
254.0,14.0,50139.0,0.0,41,97473
1031.0,120.0,33333.0,13.5,41,97536
8484.0,1505.0,44593.0,7.5,41,97540
22726.0,4492.0,43076.0,15.9,41,97601
4244.0,494.0,53276.0,14.9,41,97818
659.0,0.0,30775.0,11.3,41,97639
2570.0,130.0,95165.0,1.6,41,97753
930.0,79.0,51667.0,6.4,41,97869
282.0,4.0,18611.0,8.5,41,97877
798.0,26.0,45750.0,3.2,41,97870
532.0,34.0,74583.0,2.7,53,98925
15627.0,1463.0,53781.0,10.9,53,98930
36952.0,6998.0,60318.0,8.8,41,97222
69450.0,7087.0,122881.0,4.0,41,97229
35727.0,5375.0,53984.0,16.2,41,97266
21880.0,2056.0,61956.0,7.8,41,97338
1491.0,84.0,45313.0,11.6,41,97344
3319.0,319.0,38926.0,17.2,41,97368
1254.0,69.0,51346.0,9.7,41,97376
10046.0,1417.0,65825.0,7.0,41,97383
6012.0,585.0,54675.0,13.4,41,97391
7337.0,1117.0,35545.0,9.1,41,97411
5643.0,800.0,49859.0,5.3,41,97444
13080.0,1237.0,58596.0,9.8,41,97448
1335.0,117.0,46556.0,11.1,53,98351
7221.0,1177.0,73867.0,5.5,53,98354
842.0,57.0,20532.0,12.0,53,98355
796.0,78.0,39429.0,11.7,53,98361
14197.0,1534.0,57118.0,8.0,53,98363
29826.0,1643.0,83571.0,5.9,53,98367
31278.0,2587.0,84409.0,4.0,53,98370
41613.0,4221.0,83644.0,4.5,53,98374
8130.0,2504.0,63507.0,6.6,53,98403
21439.0,3454.0,80196.0,6.8,53,98407
19698.0,3711.0,44943.0,12.2,53,98433
5488.0,1617.0,39219.0,17.6,53,98439
29164.0,5464.0,66966.0,6.0,53,98466
149.0,13.0,41563.0,6.3,53,98583
467.0,64.0,43875.0,18.3,53,98824
6874.0,667.0,65549.0,2.1,53,98672
12299.0,969.0,63322.0,13.8,53,98848
563.0,64.0,54583.0,10.5,53,98946
38681.0,6346.0,64666.0,16.0,53,98030
432.0,0.0,139161.0,0.0,53,98050
2796.0,251.0,60284.0,6.3,53,98261
51293.0,5555.0,83014.0,5.9,53,98270
17768.0,1307.0,79872.0,3.4,53,98274
231.0,31.0,46500.0,0.0,53,98288
1070.0,121.0,47384.0,0.0,53,98304
31086.0,4700.0,64400.0,7.1,53,98312
15801.0,1010.0,96183.0,4.9,53,98321
9435.0,1755.0,90298.0,3.9,53,98327
11493.0,584.0,84565.0,3.1,53,98329
13726.0,718.0,86341.0,6.1,53,98360
10935.0,2112.0,66151.0,8.6,53,98390
26031.0,3871.0,47874.0,11.3,53,98531
7159.0,206.0,75972.0,7.7,53,98675
814.0,101.0,54495.0,13.6,53,98814
616.0,36.0,40375.0,20.6,53,98829
3892.0,368.0,41705.0,10.0,15,96748
38000.0,3578.0,93832.0,3.4,15,96782
53485.0,3851.0,102228.0,2.3,15,96789
25446.0,5584.0,74170.0,4.6,15,96813
29066.0,1823.0,126346.0,2.3,15,96825
1191.0,31.0,62852.0,16.7,06,96008
135.0,42.0,33813.0,0.0,06,96014
424.0,28.0,95350.0,8.6,06,96016
140.0,14.0,45750.0,12.8,06,96017
2369.0,318.0,61250.0,5.0,06,96020
133.0,4.0,22500.0,29.4,06,96031
1530.0,124.0,55000.0,7.9,06,96056
1235.0,147.0,36635.0,6.7,06,96057
1180.0,129.0,45423.0,0.0,02,99775
12886.0,4802.0,30388.0,21.2,53,99201
67.0,0.0,64125.0,0.0,02,99825
2590.0,272.0,57664.0,8.5,02,99827
2502.0,288.0,53894.0,3.4,02,99929
17718.0,1627.0,51114.0,20.0,53,99344
2241.0,241.0,54688.0,5.7,53,99347
13488.0,1793.0,57973.0,8.9,53,99350
20764.0,3289.0,50725.0,7.9,53,99004
8810.0,802.0,71733.0,6.9,53,99022
14628.0,2138.0,58000.0,9.8,53,99037
5103.0,544.0,44512.0,10.0,53,99109
8640.0,1289.0,73682.0,5.4,02,99835
1107.0,141.0,73906.0,3.5,02,99840
4479.0,359.0,70757.0,4.5,36,12580
42540.0,3618.0,92454.0,3.5,36,12603
1519.0,38.0,80938.0,1.8,36,12067
4059.0,348.0,57955.0,8.5,36,12134
1755.0,139.0,55402.0,0.5,36,12455
341.0,47.0,28981.0,74.6,36,12416
1546.0,131.0,73929.0,0.5,36,12062
2398.0,142.0,82730.0,6.6,36,12094
9978.0,1494.0,51286.0,10.4,36,12209
203.0,17.0,40515.0,39.0,36,12069
424.0,161.0,30625.0,0.0,36,12085
711.0,0.0,65806.0,6.4,36,12124
296.0,20.0,47841.0,23.8,36,12172
281.0,75.0,113173.0,0.0,36,12177
113.0,20.0,29563.0,0.0,36,12195
421.0,22.0,80833.0,0.0,36,12417
225.0,61.0,21000.0,59.1,36,12432
83.0,0.0,34091.0,0.0,36,12441
275.0,6.0,62847.0,22.1,36,12452
206.0,8.0,45735.0,0.0,36,12465
1494.0,26.0,168438.0,0.0,36,12504
151.0,0.0,76964.0,0.0,36,12512
100.0,26.0,35926.0,0.0,36,12745
326.0,21.0,117697.0,24.1,36,12750
140.0,6.0,66250.0,5.5,36,12767
411.0,0.0,64958.0,0.0,42,15546
1102.0,142.0,42024.0,8.5,42,15631
2275.0,0.0,120913.0,0.0,42,15450
871.0,41.0,47619.0,13.7,42,15771
19018.0,2024.0,53414.0,8.3,42,15801
8920.0,913.0,53984.0,9.3,42,15825
212.0,3.0,33125.0,8.8,42,15828
4180.0,549.0,41705.0,11.0,42,15834
852.0,16.0,56964.0,3.3,42,15856
160.0,7.0,31979.0,5.7,42,15861
259.0,5.0,54583.0,8.1,42,15866
19739.0,2037.0,54028.0,6.9,42,15905
1087.0,24.0,56382.0,7.5,42,15924
790.0,33.0,60833.0,11.8,36,13844
11452.0,1232.0,59764.0,6.4,36,13827
659.0,46.0,42596.0,17.8,36,13841
606.0,32.0,53611.0,9.1,36,13842
694.0,80.0,41607.0,20.9,36,13863
2337.0,130.0,52339.0,7.5,36,13040
1775.0,112.0,73725.0,19.0,36,13054
2912.0,169.0,58262.0,15.5,36,13060
949.0,65.0,66719.0,7.0,36,13071
6534.0,518.0,61467.0,6.0,36,13073
4050.0,295.0,60000.0,5.2,36,13074
1102.0,34.0,87059.0,6.8,36,13081
15107.0,1127.0,66866.0,7.3,36,13219
3659.0,265.0,65833.0,3.8,36,13084
417.0,35.0,47857.0,9.4,36,13136
8439.0,688.0,74098.0,8.4,36,13214
6528.0,392.0,51758.0,15.9,36,13339
2453.0,85.0,73614.0,5.0,36,13363
254.0,23.0,39734.0,10.2,36,13638
2898.0,359.0,36464.0,23.0,36,13667
911.0,90.0,54375.0,19.0,36,13788
2460.0,553.0,69286.0,7.4,36,13685
12930.0,1965.0,47966.0,9.5,36,13815
99.0,0.0,65417.0,0.0,36,13020
157.0,17.0,93774.0,0.0,36,13051
134.0,3.0,116250.0,0.0,36,13087
213.0,20.0,23954.0,33.3,36,13103
294.0,14.0,86563.0,10.4,36,13113
212.0,33.0,60000.0,0.0,36,13115
287.0,30.0,50313.0,5.2,36,13117
216.0,14.0,77083.0,4.3,36,13134
408.0,47.0,51719.0,0.0,36,13153
603.0,50.0,44271.0,6.7,36,13157
215.0,69.0,133426.0,0.0,36,13162
468.0,9.0,45417.0,8.4,36,13163
220.0,24.0,48387.0,0.0,36,13305
819.0,136.0,50373.0,17.6,36,13321
130.0,11.0,51429.0,0.0,36,13345
150.0,5.0,60156.0,16.1,36,13362
24342.0,1098.0,144917.0,1.5,25,01886
30014.0,4622.0,61159.0,7.0,25,01002
1430.0,88.0,76500.0,4.9,25,01011
2709.0,413.0,65741.0,19.2,25,01080
30383.0,4857.0,35339.0,23.6,25,01109
9032.0,1845.0,43128.0,17.1,25,01151
807.0,47.0,58646.0,8.6,25,01222
3105.0,199.0,71081.0,5.1,25,01225
2532.0,151.0,66771.0,6.8,25,01337
1929.0,94.0,96563.0,0.7,25,01341
471.0,0.0,69375.0,0.0,25,01346
2114.0,260.0,81042.0,3.2,25,01351
1188.0,64.0,71484.0,2.8,25,01366
4854.0,389.0,78382.0,4.5,25,01373
31522.0,8309.0,42665.0,17.1,53,98499
42874.0,6839.0,74558.0,5.9,53,98501
35018.0,6076.0,69326.0,10.3,53,98502
30383.0,3691.0,76294.0,4.9,53,98512
24286.0,3139.0,50849.0,14.9,53,98520
2461.0,234.0,55028.0,10.7,53,98568
1839.0,17.0,61406.0,2.5,53,98592
207.0,29.0,86324.0,0.0,53,98811
568.0,125.0,55625.0,0.0,53,98827
206.0,3.0,58438.0,1.7,53,98832
4862.0,635.0,48011.0,16.8,53,98840
15.0,0.0,38125.0,0.0,53,98852
3595.0,310.0,40054.0,12.7,53,98857
14086.0,1161.0,52634.0,16.9,53,98903
6294.0,2711.0,59254.0,26.5,06,95811
24524.0,4815.0,152500.0,3.9,06,95054
29270.0,4575.0,83558.0,5.7,06,95219
25296.0,5420.0,47180.0,8.3,53,99216
21695.0,2875.0,64455.0,5.6,53,99224
242.0,12.0,50625.0,2.8,53,99322
3904.0,172.0,72536.0,6.7,53,99323
808.0,64.0,59375.0,10.1,02,99829
3257.0,346.0,69948.0,4.7,02,99833
585.0,39.0,55417.0,10.9,02,99830
1105.0,51.0,67614.0,14.5,53,99008
5431.0,209.0,75698.0,6.2,53,99025
8521.0,133.0,79044.0,5.6,53,99026
1405.0,116.0,75375.0,3.4,53,99031
768.0,41.0,46667.0,7.8,53,99032
528.0,70.0,68333.0,13.0,53,99102
37.0,3.0,49375.0,0.0,53,99105
1521.0,170.0,56974.0,9.7,53,99116
217.0,16.0,30341.0,27.8,53,99121
4122.0,265.0,58059.0,7.1,53,99122
542.0,58.0,35917.0,21.0,53,99134
1135.0,99.0,38587.0,14.8,53,99138
31196.0,1559.0,193617.0,3.5,06,95070
2107.0,1120.0,135875.0,0.0,06,95113
55825.0,8778.0,65667.0,9.8,06,95116
64250.0,7676.0,50918.0,19.5,06,95206
52269.0,10868.0,49647.0,14.5,06,95207
7576.0,672.0,85906.0,6.4,06,95220
2818.0,130.0,12188.0,73.5,72,00715
16086.0,2090.0,12121.0,53.0,72,00717
33499.0,1335.0,16295.0,47.6,72,00767
47081.0,3460.0,16049.0,49.1,72,00603
6741.0,221.0,14615.0,50.4,72,00622
5809.0,51.0,14223.0,54.6,72,00647
14693.0,898.0,14595.0,56.1,72,00664
23186.0,667.0,14013.0,59.4,72,00667
5722.0,263.0,18288.0,52.5,72,00690
35317.0,839.0,14794.0,46.4,72,00698
39083.0,1887.0,19340.0,46.0,72,00728
51015.0,1886.0,21469.0,38.6,72,00729
20677.0,989.0,18087.0,44.3,72,00751
38812.0,2057.0,19700.0,41.5,72,00769
1976.0,239.0,52188.0,17.0,02,99921
331.0,49.0,78382.0,0.0,02,99631
226.0,13.0,70000.0,20.0,02,99546
167.0,18.0,62917.0,13.5,53,99356
350.0,37.0,38011.0,73.9,53,99363
22950.0,1675.0,108947.0,4.6,02,99515
43.0,1.0,48750.0,12.5,02,99547
105.0,7.0,41250.0,10.5,02,99558
365.0,4.0,42422.0,13.2,02,99568
2903.0,177.0,93365.0,0.3,02,99574
28462.0,2655.0,112912.0,2.4,02,99577
12839.0,1595.0,88482.0,7.3,02,99615
468.0,43.0,76250.0,3.1,02,99633
231.0,15.0,36250.0,26.7,02,99643
876.0,11.0,36750.0,32.6,02,99655
158.0,2.0,31250.0,57.6,02,99666
1721.0,101.0,62778.0,0.0,02,99676
226.0,15.0,22361.0,42.2,02,99720
675.0,17.0,42500.0,27.6,02,99727
8298.0,1430.0,49518.0,12.7,06,95988
6851.0,446.0,80772.0,7.3,06,95631
2126.0,47.0,92708.0,4.9,06,95638
11598.0,697.0,67922.0,7.9,06,95640
6837.0,340.0,96891.0,1.5,06,95658
5164.0,284.0,61128.0,7.1,06,95666
1246.0,15.0,44833.0,0.0,06,95681
1262.0,195.0,33056.0,30.7,06,95686
2215.0,285.0,57619.0,2.9,06,95690
7037.0,358.0,100265.0,6.0,06,95693
41278.0,6965.0,64390.0,7.5,06,95695
5498.0,331.0,79483.0,8.3,06,95709
8449.0,553.0,75774.0,10.1,06,95726
17199.0,7015.0,72270.0,4.0,06,95816
28264.0,1772.0,93377.0,5.9,06,95829
39905.0,8057.0,63418.0,8.9,06,95833
40170.0,4653.0,102895.0,3.2,06,95835
23352.0,2265.0,105849.0,4.4,06,95864
28.0,0.0,22500.0,0.0,06,95923
146.0,21.0,24050.0,47.8,06,95934
158.0,8.0,93533.0,0.0,06,95936
21036.0,931.0,71059.0,3.9,06,95949
15492.0,1752.0,49821.0,15.4,06,95963
2697.0,60.0,81250.0,2.9,33,03855
1757.0,37.0,154375.0,2.3,33,03856
7689.0,496.0,86659.0,1.3,33,03865
5293.0,406.0,122602.0,1.9,33,03870
2076.0,61.0,73750.0,2.6,33,03887
6320.0,540.0,60898.0,3.1,33,03894
6589.0,347.0,79835.0,0.0,23,03903
1326.0,105.0,111750.0,0.0,33,03462
1590.0,58.0,89583.0,0.6,33,03467
10221.0,1703.0,39130.0,14.4,33,03570
307.0,15.0,50250.0,8.4,33,03579
901.0,76.0,37500.0,19.9,33,03590
704.0,62.0,63229.0,0.0,33,03595
5318.0,414.0,49700.0,6.7,33,03603
956.0,24.0,48750.0,2.3,42,15927
2310.0,110.0,53241.0,5.6,42,15938
444.0,26.0,43938.0,12.1,42,15949
12567.0,1326.0,53255.0,4.3,42,15857
208.0,16.0,40357.0,10.2,42,15863
1623.0,65.0,51488.0,9.8,42,15864
8834.0,878.0,55769.0,6.2,42,15931
1252.0,117.0,48250.0,8.4,42,15673
23016.0,1786.0,114825.0,2.7,42,15090
8669.0,2059.0,30078.0,26.3,42,15104
5543.0,1274.0,29844.0,34.7,42,15110
19745.0,1791.0,51604.0,11.1,42,15122
17374.0,2587.0,53120.0,9.7,42,15147
2480.0,624.0,31934.0,24.0,42,15148
13480.0,1956.0,62106.0,4.8,42,15234
28574.0,2947.0,67276.0,4.0,42,15236
537.0,46.0,48214.0,20.1,42,15547
5908.0,482.0,48852.0,10.8,42,15552
4975.0,358.0,68050.0,4.5,42,15626
6282.0,411.0,49551.0,4.5,42,15627
761.0,142.0,47714.0,16.6,42,15629
11213.0,1728.0,50189.0,6.4,42,15003
2190.0,236.0,58125.0,3.9,42,15027
1130.0,223.0,50313.0,16.2,42,15030
12328.0,1417.0,55714.0,5.9,42,15061
218.0,11.0,85592.0,0.0,42,15689
609.0,45.0,57188.0,5.1,42,15698
176.0,7.0,49464.0,8.3,42,15721
2233.0,126.0,47609.0,6.5,42,15724
1941.0,104.0,49048.0,5.5,42,15747
6584.0,548.0,51987.0,9.7,42,15748
203.0,17.0,36875.0,0.0,42,15756
880.0,24.0,47768.0,6.1,42,15352
20603.0,1473.0,77518.0,3.7,42,15239
265.0,12.0,42083.0,24.7,42,15310
1785.0,95.0,51161.0,14.7,42,15338
1241.0,39.0,42500.0,14.6,42,15848
6318.0,674.0,52553.0,7.7,42,15853
212.0,4.0,51500.0,5.9,42,15764
846.0,37.0,60000.0,0.0,42,15779
116.0,2.0,46875.0,0.0,42,15781
2251.0,59.0,87328.0,3.6,50,05262
743.0,22.0,54306.0,3.0,50,05340
2165.0,128.0,54917.0,2.2,50,05345
21574.0,2533.0,84717.0,5.1,50,05452
80.0,0.0,57917.0,0.0,50,05362
18761.0,3416.0,72924.0,3.5,50,05403
851.0,9.0,68750.0,4.4,50,05448
4476.0,389.0,99005.0,1.1,50,05477
1512.0,45.0,69808.0,1.3,50,05483
10262.0,785.0,93054.0,6.0,50,05495
414.0,11.0,69375.0,8.1,50,05442
344.0,9.0,65625.0,0.0,50,05730
543.0,96.0,49643.0,8.8,50,05736
1021.0,40.0,77750.0,2.3,50,05737
5013.0,1116.0,40913.0,9.0,25,01376
792.0,19.0,59375.0,2.8,25,01378
9526.0,282.0,148409.0,1.7,25,01772
28937.0,5645.0,53322.0,16.4,25,01854
2040.0,103.0,82946.0,4.0,25,01515
11928.0,1342.0,72821.0,3.0,25,01562
8091.0,235.0,121458.0,1.1,25,01564
7894.0,386.0,128796.0,1.5,25,01568
11723.0,1215.0,69071.0,2.2,25,01571
9404.0,326.0,104710.0,3.5,25,01590
28533.0,7106.0,40390.0,23.3,25,01605
19896.0,2921.0,65708.0,7.9,25,01606
5561.0,668.0,115395.0,4.6,25,01719
1140.0,13.0,76333.0,3.4,25,01008
585.0,33.0,67321.0,2.6,25,01012
22733.0,4397.0,43808.0,17.1,25,01013
538.0,32.0,87727.0,0.0,25,01029
1135.0,225.0,38173.0,8.8,25,01031
495.0,19.0,68750.0,0.7,25,01032
21291.0,1949.0,73458.0,6.4,25,01056
15948.0,3759.0,61798.0,7.4,25,01060
8556.0,771.0,63750.0,4.8,25,01069
648.0,46.0,60000.0,4.6,25,01070
9720.0,684.0,73776.0,6.6,25,01077
3094.0,262.0,60323.0,6.8,25,01083
14728.0,509.0,108965.0,1.2,25,01095
1263.0,65.0,80192.0,3.4,25,01098
6941.0,715.0,58621.0,10.4,25,01129
2488.0,107.0,67625.0,2.6,25,01237
132.0,13.0,51538.0,0.0,25,01244
15466.0,2274.0,44721.0,12.7,25,01247
769.0,15.0,85417.0,1.2,25,01253
1295.0,46.0,73906.0,1.8,25,01266
1276.0,87.0,70761.0,5.5,25,01330
13486.0,1288.0,57987.0,8.1,25,01331
1779.0,88.0,62500.0,6.5,25,01340
87.0,11.0,28750.0,21.7,25,01350
694.0,0.0,119808.0,0.0,25,01438
49641.0,10389.0,46224.0,16.1,25,01902
17434.0,2098.0,82468.0,3.6,25,01913
3910.0,99.0,128083.0,8.1,25,01922
30162.0,4450.0,72574.0,6.2,25,01930
32590.0,3087.0,111209.0,2.3,25,01701
22900.0,3363.0,64942.0,7.7,25,01602
2277.0,219.0,98140.0,3.0,25,01611
2660.0,306.0,69087.0,9.2,23,04614
167.0,0.0,65000.0,22.8,23,04624
1326.0,157.0,34427.0,10.9,23,04631
13.0,2.0,21250.0,0.0,23,04635
1270.0,108.0,38529.0,13.7,23,04649
1063.0,115.0,60313.0,14.1,23,04681
403.0,62.0,42000.0,6.4,23,04693
4456.0,426.0,48708.0,6.4,23,04743
2226.0,261.0,38750.0,18.0,23,04750
650.0,68.0,38917.0,7.6,23,04760
394.0,27.0,41797.0,7.5,23,04766
1017.0,15.0,43611.0,18.5,23,04776
7178.0,1409.0,44156.0,9.8,23,04841
1619.0,57.0,69107.0,6.3,23,04847
43873.0,1941.0,20471.0,44.4,72,00795
6640.0,1893.0,11090.0,55.6,72,00925
16130.0,2457.0,34701.0,15.8,72,00979
33947.0,2949.0,25750.0,32.6,72,00983
21936.0,686.0,16701.0,50.5,72,00624
18485.0,721.0,17355.0,51.1,72,00656
15943.0,1038.0,19030.0,39.3,72,00660
39700.0,2195.0,16834.0,51.4,72,00662
38971.0,2216.0,18299.0,42.3,72,00674
29487.0,1827.0,16332.0,45.2,72,00683
25430.0,933.0,19372.0,42.6,72,00718
31801.0,4393.0,18763.0,43.4,72,00921
19529.0,886.0,16107.0,49.5,72,00772
7890.0,1948.0,6493.0,83.5,72,00913
23851.0,3231.0,14159.0,52.0,72,00923
72943.0,3642.0,27229.0,30.0,72,00949
41941.0,2267.0,50419.0,16.2,72,00969
31682.0,2710.0,26156.0,30.5,72,00985
37751.0,1252.0,16807.0,47.7,72,00602
36299.0,1967.0,14992.0,50.9,72,00676
31735.0,2710.0,14706.0,48.5,72,00682
8108.0,160.0,17275.0,49.8,72,00704
10721.0,319.0,20760.0,41.1,72,00707
8523.0,351.0,14880.0,42.3,72,00765
30175.0,2076.0,15723.0,50.5,72,00730
29196.0,2146.0,19859.0,39.5,72,00738
36893.0,1809.0,19403.0,41.2,72,00754
17670.0,780.0,13683.0,55.1,72,00782
48433.0,2551.0,20269.0,37.1,72,00791
28434.0,1031.0,17073.0,49.3,72,00794
15151.0,2769.0,36495.0,20.6,72,00907
4698.0,898.0,19443.0,41.8,72,00909
5660.0,920.0,22292.0,38.6,72,00912
15759.0,3137.0,25117.0,34.1,72,00918
13626.0,2231.0,35268.0,20.8,72,00927
71174.0,2239.0,29019.0,28.6,72,00953
63264.0,4598.0,23127.0,35.2,72,00956
38198.0,2510.0,26667.0,33.2,72,00957
59369.0,4176.0,18741.0,41.5,72,00612
41746.0,1525.0,17130.0,45.4,72,00623
3565.0,108.0,21987.0,36.9,72,00652
14093.0,565.0,19943.0,34.2,72,00677
35135.0,1638.0,20585.0,41.7,72,00692
25624.0,1410.0,17144.0,45.1,72,00678
37058.0,2208.0,15185.0,50.0,72,00685
3126.0,262.0,83632.0,7.4,25,02638
17727.0,2356.0,96062.0,2.7,25,02035
14466.0,835.0,90528.0,3.3,25,02333
435.0,0.0,67526.0,0.0,25,02666
1706.0,53.0,126339.0,3.8,25,02763
14459.0,515.0,127981.0,1.9,25,02339
3326.0,366.0,122098.0,2.0,25,02464
4070.0,295.0,83625.0,5.6,25,02633
44789.0,5249.0,74962.0,6.3,25,02703
1141.0,81.0,88902.0,10.8,44,02833
9730.0,535.0,75286.0,4.5,25,02631
24993.0,3826.0,61267.0,11.9,25,02745
19411.0,4718.0,32928.0,24.3,44,02863
12060.0,822.0,80885.0,2.5,44,02896
1672.0,0.0,45789.0,4.6,54,25559
1303.0,82.0,48333.0,5.8,54,25625
440.0,88.0,33169.0,15.0,54,25634
2643.0,340.0,28616.0,31.7,54,25674
1350.0,60.0,38750.0,21.5,54,25676
7169.0,1046.0,28721.0,20.7,54,25702
3925.0,223.0,82027.0,2.5,54,25832
582.0,20.0,42589.0,17.6,54,25845
325.0,0.0,22474.0,27.8,54,25846
16666.0,1882.0,40055.0,18.5,54,25704
360.0,0.0,36030.0,22.0,54,25849
924.0,51.0,32292.0,16.2,54,25958
1862.0,77.0,45417.0,20.1,54,25882
6301.0,586.0,34922.0,21.3,54,25951
3057.0,331.0,36266.0,13.4,54,25962
5061.0,205.0,36968.0,19.4,54,25045
2125.0,10.0,33798.0,4.3,54,25063
1093.0,0.0,55075.0,0.0,54,25081
780.0,28.0,48438.0,8.2,54,25083
1495.0,149.0,40074.0,14.5,54,25984
482.0,51.0,47969.0,43.8,54,25985
285.0,40.0,35556.0,31.3,54,25021
1554.0,121.0,36042.0,24.6,54,25043
4647.0,360.0,45903.0,18.1,54,25053
904.0,60.0,37622.0,24.8,54,25075
1048.0,147.0,45593.0,20.5,54,25085
189.0,5.0,33269.0,28.9,54,25102
304.0,13.0,44779.0,37.1,54,25103
3152.0,277.0,40676.0,22.7,54,25130
935.0,17.0,36648.0,15.0,54,25164
771.0,22.0,83611.0,0.0,54,25165
459.0,52.0,45602.0,18.3,54,25169
615.0,0.0,67614.0,9.0,54,25174
22737.0,2146.0,46601.0,16.5,54,25177
843.0,37.0,47875.0,17.2,54,25193
1890.0,29.0,76290.0,7.5,54,25241
7106.0,923.0,47228.0,13.7,54,25306
1598.0,50.0,36138.0,12.4,54,25422
14400.0,604.0,68263.0,2.9,54,25427
2585.0,123.0,36542.0,20.4,37,28369
6964.0,551.0,47150.0,11.2,37,28371
1559.0,46.0,35368.0,33.2,37,28392
6611.0,955.0,73673.0,6.1,37,28428
5228.0,291.0,32379.0,19.2,37,28433
1921.0,229.0,50286.0,14.2,23,04346
2980.0,285.0,56264.0,1.6,23,04256
1734.0,90.0,48846.0,8.4,23,04041
2675.0,73.0,90804.0,11.2,23,04085
5719.0,624.0,41609.0,12.3,23,04276
6752.0,387.0,71725.0,7.9,23,04280
5784.0,411.0,66908.0,4.9,23,04282
1386.0,38.0,57813.0,3.9,23,04290
11421.0,1146.0,55023.0,9.2,23,04345
468.0,10.0,60069.0,3.6,23,04360
1248.0,60.0,41522.0,8.0,23,04414
1514.0,18.0,53333.0,8.9,23,04422
2195.0,183.0,39596.0,16.0,23,04443
749.0,86.0,31932.0,15.6,23,04453
505.0,51.0,39013.0,20.6,23,04464
8185.0,1382.0,47528.0,9.9,23,04473
384.0,11.0,43750.0,12.0,23,04478
1841.0,83.0,48558.0,9.1,23,04493
874.0,51.0,76250.0,14.9,23,04535
1124.0,52.0,62292.0,7.8,23,04539
1512.0,113.0,58221.0,4.7,23,04563
418.0,59.0,52292.0,15.9,23,04568
4357.0,575.0,57031.0,10.1,23,04578
429.0,76.0,53558.0,0.0,23,04662
1262.0,59.0,41806.0,16.4,23,04666
1391.0,150.0,41838.0,22.5,23,04667
1491.0,164.0,56017.0,2.1,23,04679
1712.0,107.0,70703.0,5.1,23,04684
162.0,68.0,46786.0,0.0,23,04006
355.0,0.0,74792.0,4.8,23,04056
10366.0,680.0,66578.0,5.2,23,04090
2339.0,149.0,46196.0,14.2,23,04289
4762.0,273.0,62770.0,2.8,23,04429
442.0,16.0,39688.0,12.1,23,04495
1584.0,141.0,46932.0,9.9,23,04627
207.0,3.0,32813.0,33.3,23,04673
468.0,126.0,34545.0,0.0,23,04063
70.0,0.0,65417.0,20.8,23,04109
112.0,17.0,34028.0,0.0,23,04227
64.0,0.0,59250.0,0.0,23,04267
684.0,52.0,41406.0,8.5,05,72347
2482.0,349.0,34327.0,17.8,05,72348
1063.0,132.0,30150.0,30.9,05,72350
888.0,129.0,25278.0,28.1,05,72384
58725.0,10017.0,42218.0,16.1,05,72401
5414.0,473.0,53080.0,5.9,05,72416
365.0,8.0,20000.0,74.3,05,72427
3889.0,300.0,55827.0,9.9,05,72126
437.0,76.0,24896.0,29.2,05,72123
4974.0,195.0,56250.0,8.3,05,72131
1694.0,41.0,48185.0,6.4,05,72167
2008.0,318.0,37500.0,12.4,37,28538
5180.0,1786.0,39229.0,5.6,37,28543
333.0,30.0,35893.0,0.0,37,28577
13010.0,1021.0,38873.0,17.6,37,28580
361.0,0.0,69097.0,4.8,37,28581
28902.0,3572.0,46052.0,12.3,37,28602
166.0,2.0,88482.0,0.0,37,28616
2693.0,77.0,55888.0,3.7,37,28626
5881.0,640.0,40522.0,19.5,37,28642
55009.0,5029.0,43795.0,14.1,37,28655
26448.0,1970.0,49366.0,8.8,37,28681
1854.0,94.0,37841.0,17.9,37,28685
4070.0,277.0,66528.0,4.3,37,28692
13833.0,1414.0,50713.0,11.7,37,28697
3240.0,170.0,63768.0,10.9,37,28701
7674.0,554.0,41625.0,17.9,37,28719
3701.0,657.0,45273.0,12.8,37,28726
8368.0,687.0,57464.0,9.4,37,28731
924.0,72.0,55625.0,20.2,37,28774
13790.0,3996.0,35941.0,16.6,37,28801
34491.0,7756.0,53023.0,7.2,37,28803
626.0,54.0,42337.0,10.6,37,28511
10339.0,1275.0,50691.0,18.1,37,28513
2883.0,144.0,35000.0,20.7,37,28525
1260.0,46.0,54444.0,7.7,37,28531
46435.0,8018.0,48033.0,8.5,37,28546
205.0,29.0,35690.0,0.0,37,28554
3312.0,429.0,69459.0,0.9,37,28605
1131.0,69.0,59258.0,15.8,37,28611
12314.0,873.0,44130.0,10.1,37,28612
1593.0,171.0,44679.0,11.6,37,28619
1499.0,43.0,29350.0,10.6,37,28624
39559.0,3182.0,53638.0,7.7,37,28625
12277.0,1282.0,47867.0,12.8,37,28638
3842.0,149.0,44976.0,12.3,37,28643
21457.0,2587.0,38368.0,16.7,37,28659
2376.0,92.0,44000.0,12.3,37,28665
2623.0,149.0,54955.0,8.9,37,28669
34703.0,4378.0,45573.0,14.0,37,28677
1609.0,148.0,50313.0,1.1,37,28679
456.0,16.0,60568.0,0.0,37,28702
19261.0,2839.0,65173.0,4.7,37,28704
9496.0,840.0,54728.0,17.1,37,28174
3132.0,183.0,47877.0,11.5,37,28033
20339.0,2995.0,35317.0,16.3,37,28043
25436.0,2398.0,44963.0,14.9,37,28086
40517.0,4403.0,50267.0,13.0,37,28092
6245.0,413.0,47031.0,6.4,37,28135
